"","coname","locnum","staddr","stcity","state","zip","year","source","latitude","longitude","store_type","naics_6"
"169","Market Basket","106743354","310 Mishawum Rd","Woburn","MA","01801",2021,"Data Axle","042.505172",-71.133011,"Supermarket or Other Grocery","445110"
"170","Super Stop & Shop","106746365","2 Elm St","Woburn","MA","01801",2021,"Data Axle","042.500666",-71.159718,"Supermarket or Other Grocery","445110"
"171","Walgreens","106749211","675 Main St","Woburn","MA","01801",2021,"Data Axle","042.491975",-71.153987,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"172","7-ELEVEN","106749344","289 Montvale Ave","Woburn","MA","01801",2021,"Data Axle","042.479351",-71.122498,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"173","Andover Spa","106763766","9 Elm St","Andover","MA","01810",2021,"Data Axle","042.657467",-71.140242,"Supermarket or Other Grocery","445110"
"174","CVS/PHARMACY","106764681","109 Main St","North Andover","MA","01845",2021,"Data Axle","042.702621",-71.132042,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"175","CVS/PHARMACY","106782675","16 Boston Rd","Chelmsford","MA","01824",2021,"Data Axle","042.594700",-71.350389,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"176","Shaw Farm Dairy","106787765","195 New Boston Rd","Dracut","MA","01826",2021,"Data Axle","042.680643",-71.329415,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"177","CVS/PHARMACY","106792336","241 Lincoln Ave","Haverhill","MA","01830",2021,"Data Axle","042.762407",-71.038469,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"178","CVS/PHARMACY","106792344","425 Lowell Ave","Haverhill","MA","01832",2021,"Data Axle","042.773646",-71.116649,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"179","Market Basket","106793813","2 Water St Ste 2","Haverhill","MA","01830",2021,"Data Axle","042.775757",-71.07529,"Supermarket or Other Grocery","445110"
"180","Market Basket","106793821","400 Lowell Ave Ste 7","Haverhill","MA","01832",2021,"Data Axle","042.773675",-71.114206,"Supermarket or Other Grocery","445110"
"181","Haffner's","106795669","284 Winter St","Haverhill","MA","01830",2021,"Data Axle","042.777125",-71.087617,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"182","Haverhill Beef Co","106795834","117 Merrimack St","Haverhill","MA","01830",2021,"Data Axle","042.774584",-71.079645,"Supermarket or Other Grocery","445110"
"183","Hassey's Grocery","106817240","235 East St","Methuen","MA","01844",2021,"Data Axle","042.726179",-71.140843,"Supermarket or Other Grocery","445110"
"184","Haffner's","106822810","194 S Broadway","Lawrence","MA","01843",2021,"Data Axle","042.694744",-71.161964,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"185","Saigon Market","106825425","298 S Union St","Lawrence","MA","01843",2021,"Data Axle","042.694881",-71.153236,"Supermarket or Other Grocery","445110"
"186","Polanco Market","106829161","51 Center St","Methuen","MA","01844",2021,"Data Axle","042.720212",-71.17728,"Supermarket or Other Grocery","445110"
"187","Market Basket","106831167","70 Pleasant Valley St Ste 5","Methuen","MA","01844",2021,"Data Axle","042.742693",-71.165603,"Supermarket or Other Grocery","445110"
"188","Thwaites Market","106834369","36 Railroad St","Methuen","MA","01844",2021,"Data Axle","042.721475",-71.187112,"Supermarket or Other Grocery","445110"
"189","Market Basket","106837149","700 Essex St Ste 5","Lawrence","MA","01841",2021,"Data Axle","042.701798",-71.172888,"Supermarket or Other Grocery","445110"
"190","Richdale Dairy Store","106840242","75 Chickering Rd","North Andover","MA","01845",2021,"Data Axle","042.679441",-71.123998,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"191","Market Basket","106841745","1201 Bridge St Ste 9","Lowell","MA","01850",2021,"Data Axle","042.664565",-71.302442,"Supermarket or Other Grocery","445110"
"192","Walgreens","106842115","1161 Bridge St","Lowell","MA","01850",2021,"Data Axle","042.664565",-71.302442,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"193","Country Farms","106844053","268 Branch St","Lowell","MA","01851",2021,"Data Axle","042.638154",-71.330636,"Supermarket or Other Grocery","445110"
"194","Haffner's","106852585","186 Appleton St","Lowell","MA","01852",2021,"Data Axle","042.639995",-71.311395,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"195","Jerry's Food Store","106853062","1172 Lawrence St","Lowell","MA","01852",2021,"Data Axle","042.624233",-71.291526,"Supermarket or Other Grocery","445110"
"196","Cote's Market","106859838","175 Salem St","Lowell","MA","01854",2021,"Data Axle","042.649108",-71.322357,"Supermarket or Other Grocery","445110"
"197","Kennedy's Butter & Egg Store","106860984","13 Merrimack St","Lowell","MA","01852",2021,"Data Axle","042.645718",-71.307602,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"198","Towne Market","106864077","14 Merrimac Sq","Merrimac","MA","01860",2021,"Data Axle","042.833820",-71.001701,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"199","CVS/PHARMACY","106867401","18 Main St","North Reading","MA","01864",2021,"Data Axle","042.566368",-71.108994,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"200","Christopher's Market","106867468","2 Washington St","North Reading","MA","01864",2021,"Data Axle","042.574649",-71.072582,"Supermarket or Other Grocery","445110"
"201","CVS/PHARMACY","106870249","700 Boston Rd # Townplaza","Billerica","MA","01821",2021,"Data Axle","042.539616",-71.244087,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"202","CVS/PHARMACY","106871940","650 Main St","Reading","MA","01867",2021,"Data Axle","042.524334",-71.103142,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"203","Calareso Farmstand & Gdn Ctr","106871965","100 Main St","Reading","MA","01867",2021,"Data Axle","042.507086",-71.104317,"Supermarket or Other Grocery","445110"
"204","Crystals General Store","106877780","1120 Main St Ste 1","Tewksbury","MA","01876",2021,"Data Axle","042.609936",-71.229672,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"205","Market Basket","106878937","1900 Main St Ste 4","Tewksbury","MA","01876",2021,"Data Axle","042.590782",-71.202456,"Supermarket or Other Grocery","445110"
"206","Walgreens","106880693","935 Andover St","Tewksbury","MA","01876",2021,"Data Axle","042.645809",-71.270864,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"207","CVS/PHARMACY","106884588","451 Main St","Wakefield","MA","01880",2021,"Data Axle","042.501725",-71.07029,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"208","Walgreens","106888688","572 Main St","Wakefield","MA","01880",2021,"Data Axle","042.498753",-71.068397,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"209","Brookside","106895295","64 Brookside Rd","Westford","MA","01886",2021,"Data Axle","042.614820",-71.410748,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"210","Elia's Country Store","106898323","381 Middlesex Ave","Wilmington","MA","01887",2021,"Data Axle","042.569093",-71.158417,"Supermarket or Other Grocery","445110"
"211","Dairy Barn","106903891","864 Main St","Winchester","MA","01890",2021,"Data Axle","042.461075",-71.14144,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
"212","Speedway","106912033","122 Liberty St","Lynn","MA","01901",2021,"Data Axle","042.463200",-70.9457,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"213","7-ELEVEN","106918063","210 Lewis St","Lynn","MA","01902",2021,"Data Axle","042.464453",-70.933843,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"214","N & T Market Inc","106920010","207 Washington St","Lynn","MA","01902",2021,"Data Axle","042.466359",-70.951264,"Supermarket or Other Grocery","445110"
"215","Andy's Seafood Co","106929102","78 Broadway","Saugus","MA","01906",2021,"Data Axle","042.496693",-71.014992,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"216","Speedway","106931546","1252 Broadway","Saugus","MA","01906",2021,"Data Axle","042.455868",-71.023286,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"217","Honey Baked Ham Company","106931876","405 Broadway","Saugus","MA","01906",2021,"Data Axle","042.486437",-71.018949,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"218","7-ELEVEN","106935992","9 Austin Sq","Lynn","MA","01905",2021,"Data Axle","042.461748",-70.982711,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"219","Vermette's Super Market","106945173","6 Pond St Ste 2","Amesbury","MA","01913",2021,"Data Axle","042.856906",-70.933763,"Supermarket or Other Grocery","445110"
"220","CVS/PHARMACY","106949845","434 Rantoul St","Beverly","MA","01915",2021,"Data Axle","042.555134",-70.881873,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"221","Gloria Food Store","106951361","268 Rantoul St","Beverly","MA","01915",2021,"Data Axle","042.550354",-70.883633,"Supermarket or Other Grocery","445110"
"222","Rowand Fisheries","106955131","2 Cabot St","Beverly","MA","01915",2021,"Data Axle","042.541442",-70.886064,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"223","Main Street Mini Mart","106957509","53 Main St","Byfield","MA","01922",2021,"Data Axle","042.758056",-70.949643,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"224","Cherry Street Fish Market","106960503","26 Hobart St","Danvers","MA","01923",2021,"Data Axle","042.566586",-70.940536,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"225","Butchery","106961154","182 North St","Danvers","MA","01923",2021,"Data Axle","042.596370",-70.959899,"Supermarket or Other Grocery","445110"
"226","Village","106967615","37 High St","Danvers","MA","01923",2021,"Data Axle","042.563988",-70.934954,"Supermarket or Other Grocery","445110"
"227","Schooner's Market","106969223","121 Eastern Ave","Essex","MA","01929",2021,"Data Axle","042.630461",-70.758032,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"228","Village Market","106969504","1 Martin St","Essex","MA","01929",2021,"Data Axle","042.632688",-70.780855,"Supermarket or Other Grocery","445110"
"229","CVS/PHARMACY","106971807","65 Boston St","Lynn","MA","01904",2021,"Data Axle","042.477003",-70.95762,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"230","CVS/PHARMACY","106971815","6 Thatcher Rd # E","Gloucester","MA","01930",2021,"Data Axle","042.618810",-70.641369,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"231","CVS/PHARMACY","106981475","15 Walnut Rd","South Hamilton","MA","01982",2021,"Data Axle","042.609995",-70.873691,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"232","Meadowbrook Farm","106981798","247 Essex St","South Hamilton","MA","01982",2021,"Data Axle","042.605573",-70.833312,"Fruit and Vegetable Markets","445230"
"233","Marblehead Village Market","106997182","165 Pleasant St Ste 5","Marblehead","MA","01945",2021,"Data Axle","042.500740",-70.858928,"Supermarket or Other Grocery","445110"
"234","Shaw's Supermarket","107009870","45 Storey Ave","Newburyport","MA","01950",2021,"Data Axle","042.819912",-70.905056,"Supermarket or Other Grocery","445110"
"235","Tender Crop Farm","107010555","108 High Rd","Newbury","MA","01951",2021,"Data Axle","042.792076",-70.849136,"Fruit and Vegetable Markets","445230"
"236","7-ELEVEN","107015513","100 Lynn St Ste 1","Peabody","MA","01960",2021,"Data Axle","042.511364",-70.947021,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"237","D & R Market","107015786","54 Foster St Ste 2","Peabody","MA","01960",2021,"Data Axle","042.523979",-70.928328,"Supermarket or Other Grocery","445110"
"238","7-ELEVEN","107019572","115 Main St","Peabody","MA","01960",2021,"Data Axle","042.523556",-70.922523,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"239","New England Meat Market","107020380","62 Walnut St","Peabody","MA","01960",2021,"Data Axle","042.526460",-70.92195,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"240","Cumberland Farms","107026130","9 Railroad Ave","Rockport","MA","01966",2021,"Data Axle","042.655221",-70.624648,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"241","CVS/PHARMACY","107033896","200 Essex St","Salem","MA","01970",2021,"Data Axle","042.521709",-70.894384,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"242","Congress Market","107034522","95 Congress St","Salem","MA","01970",2021,"Data Axle","042.516114",-70.889027,"Supermarket or Other Grocery","445110"
"243","Crosby's Marketplace","107034993","125 Canal St","Salem","MA","01970",2021,"Data Axle","042.509367",-70.895801,"Supermarket or Other Grocery","445110"
"244","Marc's Market","107039216","51 Harbor St","Salem","MA","01970",2021,"Data Axle","042.517810",-70.890802,"Supermarket or Other Grocery","445110"
"245","West Newbury Food Mart Inc","107049066","275 Main St","West Newbury","MA","01985",2021,"Data Axle","042.794882",-70.995994,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"246","Bellingham Grocery & Pkg Store","107049421","19 N Main St","Bellingham","MA","02019",2021,"Data Axle","042.089058",-71.475421,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"247","Hilltop Farms","107050221","201 Pulaski Blvd","Bellingham","MA","02019",2021,"Data Axle","042.021082",-71.493503,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"248","Li'l General Store","107050411","61 S Main St","Bellingham","MA","02019",2021,"Data Axle","042.027845",-71.490672,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"249","Brant Rock Fish Mkt","107051062","267 Ocean St","Marshfield","MA","02050",2021,"Data Axle","042.090656",-70.644741,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"250","Butcherie II","107053035","15 Washington St","Canton","MA","02021",2021,"Data Axle","042.138792",-71.148971,"Supermarket or Other Grocery","445110"
"251","CVS/PHARMACY","107053092","95 Washington St","Canton","MA","02021",2021,"Data Axle","042.139629",-71.146052,"Convenience Stores, Pharmacies, and Drug Stores","446110"
"252","7-ELEVEN","107053878","504 Washington St","Canton","MA","02021",2021,"Data Axle","042.151840",-71.148983,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"253","Tedeschi Food Shops","107059487","52 S Main St","Cohasset","MA","02025",2021,"Data Axle","042.240432",-70.801395,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"254","Country Store Foxboro","107071623","212 North St","Foxboro","MA","02035",2021,"Data Axle","042.102417",-71.259714,"Convenience Stores, Pharmacies, and Drug Stores","445120"
"255","Ferrara's Market","107076127","20 W Central St Ste 3","Franklin","MA","02038",2021,"Data Axle","042.082231",-71.398247,"Supermarket or Other Grocery","445110"
"256","Green Harbor Lobster Pound Inc","107079105","131 Beach St","Green Harbor","MA","02041",2021,"Data Axle","042.079500",-70.6512,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445220"
"257","Corner Meat Shop","107081440","79 Water St Ste 2","Hingham","MA","02043",2021,"Data Axle","042.244602",-70.883497,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445210"
"258","Hornstra Farms","107083545","3 Lazell St","Hingham","MA","02043",2021,"Data Axle","042.218532",-70.870369,"Meat Markets, Fish and Seafood Markets, and All Other Specialty Food Stores","445299"
